time,T,P0,P,U,nRAIN,Td
2022/9/4 16:00,32,746.5,751.9,48,0,19.6
2022/9/4 17:00,32.4,746,751.4,49,0,20.3
2022/9/4 18:00,32.4,746,751.4,49,0,20.3
2022/9/4 19:00,32.4,746,751.4,49,0,20.3
2022/9/4 20:00,30.4,747.4,752.8,53,0,19.7
2022/9/4 21:00,30.4,747.4,752.8,53,0,19.7
2022/9/4 22:00,30.4,747.4,752.8,53,0,19.7
2022/9/4 23:00,29.6,748.2,753.7,57,0,20.1
2022/9/5 0:00,29.6,748.2,753.7,57,0,20.1
2022/9/5 1:00,29.6,748.2,753.7,57,0,20.1
2022/9/5 2:00,28.4,747.6,753,58,0,19.3
2022/9/5 3:00,28.4,747.6,753,58,0,19.3
2022/9/5 4:00,28.4,747.6,753,58,0,19.3
2022/9/5 5:00,27.5,747.7,753.1,61,0,19.3
2022/9/5 6:00,27.5,747.7,753.1,61,0,19.3
2022/9/5 7:00,27.5,747.7,753.1,61,0,19.3
2022/9/5 8:00,28.4,748.6,754.1,62,0,20.4
2022/9/5 9:00,28.4,748.6,754.1,62,0,20.4
2022/9/5 10:00,28.4,748.6,754.1,62,0,20.4
2022/9/5 11:00,31.3,748.9,754.3,47,0,18.6
2022/9/5 12:00,31.3,748.9,754.3,47,0,18.6
2022/9/5 13:00,31.3,748.9,754.3,47,0,18.6
2022/9/5 14:00,33,747.7,753.1,50,0,21.1
2022/9/5 15:00,33,747.7,753.1,50,0,21.1
2022/9/5 16:00,33,747.7,753.1,50,0,21.1
2022/9/5 17:00,31.8,747.4,752.8,51,0,20.4
2022/9/5 18:00,31.8,747.4,752.8,51,0,20.4
2022/9/5 19:00,31.8,747.4,752.8,51,0,20.4
2022/9/5 20:00,30,748.7,754.2,52,0,19
2022/9/5 21:00,30,748.7,754.2,52,0,19
2022/9/5 22:00,30,748.7,754.2,52,0,19
2022/9/5 23:00,29.7,749.4,754.8,57,0,20.2
2022/9/6 0:00,29.7,749.4,754.8,57,0,20.2
2022/9/6 1:00,29.7,749.4,754.8,57,0,20.2
2022/9/6 2:00,28.2,748.9,754.3,61,0,19.9
2022/9/6 3:00,28.2,748.9,754.3,61,0,19.9
2022/9/6 4:00,28.2,748.9,754.3,61,0,19.9
2022/9/6 5:00,27.8,749.3,754.8,60,0,19.3
2022/9/6 6:00,27.8,749.3,754.8,60,0,19.3
2022/9/6 7:00,27.8,749.3,754.8,60,0,19.3
2022/9/6 8:00,28.5,750.7,756.2,60,0,19.9
2022/9/6 9:00,28.5,750.7,756.2,60,0,19.9
2022/9/6 10:00,28.5,750.7,756.2,60,0,19.9
2022/9/6 11:00,32.5,751.1,756.5,48,0,20
2022/9/6 12:00,32.5,751.1,756.5,48,0,20
2022/9/6 13:00,32.5,751.1,756.5,48,0,20
2022/9/6 14:00,33.5,750.4,755.8,44,0,19.5
2022/9/6 15:00,33.5,750.4,755.8,44,0,19.5
2022/9/6 16:00,33.5,750.4,755.8,44,0,19.5
2022/9/6 17:00,31.7,750.7,756.2,51,0,20.3
2022/9/6 18:00,31.7,750.7,756.2,51,0,20.3
2022/9/6 19:00,31.7,750.7,756.2,51,0,20.3
2022/9/6 20:00,29.5,752.5,757.9,67,0,22.7
2022/9/6 21:00,29.5,752.5,757.9,67,0,22.7
2022/9/6 22:00,29.5,752.5,757.9,67,0,22.7
2022/9/6 23:00,28.9,753.7,759.2,74,0,23.7
2022/9/7 0:00,28.9,753.7,759.2,74,0,23.7
2022/9/7 1:00,28.9,753.7,759.2,74,0,23.7
2022/9/7 2:00,28.5,753.4,758.9,77,0,24
2022/9/7 3:00,28.5,753.4,758.9,77,0,24
2022/9/7 4:00,28.5,753.4,758.9,77,0,24
2022/9/7 5:00,26.1,753.4,758.8,93,2,24.8
2022/9/7 6:00,26.1,753.4,758.8,93,2,24.8
2022/9/7 7:00,26.1,753.4,758.8,93,2,24.8
2022/9/7 8:00,26.9,754.8,760.3,87,1,24.5
2022/9/7 9:00,26.9,754.8,760.3,87,1,24.5
2022/9/7 10:00,26.9,754.8,760.3,87,1,24.5
2022/9/7 11:00,27.6,755.8,761.3,81,0,24
2022/9/7 12:00,27.6,755.8,761.3,81,0,24
2022/9/7 13:00,27.6,755.8,761.3,81,0,24
2022/9/7 14:00,29.9,754.8,760.3,71,0,24
2022/9/7 15:00,29.9,754.8,760.3,71,0,24
2022/9/7 16:00,29.9,754.8,760.3,71,0,24
2022/9/7 17:00,29,753.9,759.4,73,0,23.6
2022/9/7 18:00,29,753.9,759.4,73,0,23.6
2022/9/7 19:00,29,753.9,759.4,73,0,23.6
2022/9/7 20:00,27.9,755.3,760.9,77,0,23.4
2022/9/7 21:00,27.9,755.3,760.9,77,0,23.4
2022/9/7 22:00,27.9,755.3,760.9,77,0,23.4
2022/9/7 23:00,27.7,756.6,762.1,79,0,23.7
2022/9/8 0:00,27.7,756.6,762.1,79,0,23.7
2022/9/8 1:00,27.7,756.6,762.1,79,0,23.7
2022/9/8 2:00,27.5,755.8,761.2,81,0,23.9
2022/9/8 3:00,27.5,755.8,761.2,81,0,23.9
2022/9/8 4:00,27.5,755.8,761.2,81,0,23.9
2022/9/8 5:00,27,755,760.6,81,0,23.4
2022/9/8 6:00,27,755,760.6,81,0,23.4
2022/9/8 7:00,27,755,760.6,81,0,23.4
2022/9/8 8:00,28.1,755.8,761.4,78,0,23.8
2022/9/8 9:00,28.1,755.8,761.4,78,0,23.8
2022/9/8 10:00,28.1,755.8,761.4,78,0,23.8
2022/9/8 11:00,30.6,756.1,761.5,64,0,23
2022/9/8 12:00,30.6,756.1,761.5,64,0,23
2022/9/8 13:00,30.6,756.1,761.5,64,0,23
2022/9/8 14:00,28.6,754.4,760,84,3,25.6
2022/9/8 15:00,28.6,754.4,760,84,3,25.6
2022/9/8 16:00,28.6,754.4,760,84,3,25.6
2022/9/8 17:00,28.9,754.2,759.7,63,0,21.1
2022/9/8 18:00,28.9,754.2,759.7,63,0,21.1
2022/9/8 19:00,28.9,754.2,759.7,63,0,21.1
2022/9/8 20:00,28.5,755.7,761.2,50,0,17
2022/9/8 21:00,28.5,755.7,761.2,50,0,17
2022/9/8 22:00,28.5,755.7,761.2,50,0,17
2022/9/8 23:00,27.5,756.3,761.8,56,0,17.9
2022/9/9 0:00,27.5,756.3,761.8,56,0,17.9
2022/9/9 1:00,27.5,756.3,761.8,56,0,17.9
2022/9/9 2:00,27.5,755.2,760.7,42,0,13.4
2022/9/9 3:00,27.5,755.2,760.7,42,0,13.4
2022/9/9 4:00,27.5,755.2,760.7,42,0,13.4
2022/9/9 5:00,26.2,754.8,760.3,64,0,18.8
2022/9/9 6:00,26.2,754.8,760.3,64,0,18.8
2022/9/9 7:00,26.2,754.8,760.3,64,0,18.8
2022/9/9 8:00,27.2,755.3,760.9,68,0,20.7
2022/9/9 9:00,27.2,755.3,760.9,68,0,20.7
2022/9/9 10:00,27.2,755.3,760.9,68,0,20.7
2022/9/9 11:00,31.2,755.2,760.7,47,0,18.5
2022/9/9 12:00,31.2,755.2,760.7,47,0,18.5
2022/9/9 13:00,31.2,755.2,760.7,47,0,18.5
2022/9/9 14:00,31.7,754,759.4,43,0,17.5
2022/9/9 15:00,31.7,754,759.4,43,0,17.5
2022/9/9 16:00,31.7,754,759.4,43,0,17.5
2022/9/9 17:00,30,753,758.5,59,0,21.1
2022/9/9 18:00,30,753,758.5,59,0,21.1
2022/9/9 19:00,30,753,758.5,59,0,21.1
2022/9/9 20:00,28,754.1,759.7,68,0,21.5
2022/9/9 21:00,28,754.1,759.7,68,0,21.5
2022/9/9 22:00,28,754.1,759.7,68,0,21.5
2022/9/9 23:00,27.5,755.1,760.6,70,0,21.5
2022/9/10 0:00,27.5,755.1,760.6,70,0,21.5
2022/9/10 1:00,27.5,755.1,760.6,70,0,21.5
2022/9/10 2:00,27.4,753.8,759.3,71,0,21.6
2022/9/10 3:00,27.4,753.8,759.3,71,0,21.6
2022/9/10 4:00,27.4,753.8,759.3,71,0,21.6
2022/9/10 5:00,26.9,753.2,758.7,75,0,22
2022/9/10 6:00,26.9,753.2,758.7,75,0,22
2022/9/10 7:00,26.9,753.2,758.7,75,0,22
2022/9/10 8:00,27.8,754.2,759.7,77,0,23.3
2022/9/10 9:00,27.8,754.2,759.7,77,0,23.3
2022/9/10 10:00,27.8,754.2,759.7,77,0,23.3
2022/9/10 11:00,30.6,754.3,759.7,63,0,22.7
2022/9/10 12:00,30.6,754.3,759.7,63,0,22.7
2022/9/10 13:00,30.6,754.3,759.7,63,0,22.7
2022/9/10 14:00,32.1,752.7,758.2,61,0,23.6
2022/9/10 15:00,32.1,752.7,758.2,61,0,23.6
2022/9/10 16:00,32.1,752.7,758.2,61,0,23.6
2022/9/10 17:00,29.6,751.6,757.1,74,0,24.4
2022/9/10 18:00,29.6,751.6,757.1,74,0,24.4
2022/9/10 19:00,29.6,751.6,757.1,74,0,24.4
2022/9/10 20:00,27.6,752.8,758.2,83,0,24.4
2022/9/10 21:00,27.6,752.8,758.2,83,0,24.4
2022/9/10 22:00,27.6,752.8,758.2,83,0,24.4
2022/9/10 23:00,27.1,753.4,758.9,87,0,24.7
2022/9/11 0:00,27.1,753.4,758.9,87,0,24.7
2022/9/11 1:00,27.1,753.4,758.9,87,0,24.7
2022/9/11 2:00,26.8,752.8,758.3,87,0,24.4
2022/9/11 3:00,26.8,752.8,758.3,87,0,24.4
2022/9/11 4:00,26.8,752.8,758.3,87,0,24.4
2022/9/11 5:00,26.5,752.1,757.6,88,0,24.3
2022/9/11 6:00,26.5,752.1,757.6,88,0,24.3
2022/9/11 7:00,26.5,752.1,757.6,88,0,24.3
2022/9/11 8:00,27.6,752.6,758.1,85,0,24.8
2022/9/11 9:00,27.6,752.6,758.1,85,0,24.8
2022/9/11 10:00,27.6,752.6,758.1,85,0,24.8
2022/9/11 11:00,30.3,752.7,758.2,77,0,25.8
2022/9/11 12:00,30.3,752.7,758.2,77,0,25.8
2022/9/11 13:00,30.3,752.7,758.2,77,0,25.8
2022/9/11 14:00,32.1,750.7,756.1,68,0,25.4
2022/9/11 15:00,32.1,750.7,756.1,68,0,25.4
2022/9/11 16:00,32.1,750.7,756.1,68,0,25.4
2022/9/11 17:00,31.7,749.8,755.2,71,0,25.7
2022/9/11 18:00,31.7,749.8,755.2,71,0,25.7
2022/9/11 19:00,31.7,749.8,755.2,71,0,25.7
2022/9/11 20:00,29.1,750.7,756.1,84,0,26.1
2022/9/11 21:00,29.1,750.7,756.1,84,0,26.1
2022/9/11 22:00,29.1,750.7,756.1,84,0,26.1
2022/9/11 23:00,28.4,751.3,756.8,83,0,25.2
2022/9/12 0:00,28.4,751.3,756.8,83,0,25.2
2022/9/12 1:00,28.4,751.3,756.8,83,0,25.2
2022/9/12 2:00,27.8,750.8,756.3,86,0,25.2
2022/9/12 3:00,27.8,750.8,756.3,86,0,25.2
2022/9/12 4:00,27.8,750.8,756.3,86,0,25.2
2022/9/12 5:00,27.3,750.6,756.1,88,0,25.1
2022/9/12 6:00,27.3,750.6,756.1,88,0,25.1
2022/9/12 7:00,27.3,750.6,756.1,88,0,25.1
2022/9/12 8:00,28.8,751.3,756.7,81,0,25.2
2022/9/12 9:00,28.8,751.3,756.7,81,0,25.2
2022/9/12 10:00,28.8,751.3,756.7,81,0,25.2
2022/9/12 11:00,33,751.6,757,52,0,21.8
2022/9/12 12:00,33,751.6,757,52,0,21.8
2022/9/12 13:00,33,751.6,757,52,0,21.8
2022/9/12 14:00,34.2,749.9,755.3,45,0,20.5
2022/9/12 15:00,34.2,749.9,755.3,45,0,20.5
2022/9/12 16:00,34.2,749.9,755.3,45,0,20.5
2022/9/12 17:00,33.4,749,754.4,44,0,19.4
2022/9/12 18:00,33.4,749,754.4,44,0,19.4
2022/9/12 19:00,33.4,749,754.4,44,0,19.4
2022/9/12 20:00,30.8,749.7,755.2,50,0,19.1
2022/9/12 21:00,30.8,749.7,755.2,50,0,19.1
2022/9/12 22:00,30.8,749.7,755.2,50,0,19.1
2022/9/12 23:00,28.7,750.6,756,79,0,24.6
2022/9/13 0:00,28.7,750.6,756,79,0,24.6
2022/9/13 1:00,28.7,750.6,756,79,0,24.6
2022/9/13 2:00,28.4,750.2,755.6,81,0,24.8
2022/9/13 3:00,28.4,750.2,755.6,81,0,24.8
2022/9/13 4:00,28.4,750.2,755.6,81,0,24.8
2022/9/13 5:00,27.7,750.3,755.7,80,0,23.9
2022/9/13 6:00,27.7,750.3,755.7,80,0,23.9
2022/9/13 7:00,27.7,750.3,755.7,80,0,23.9
2022/9/13 8:00,29.6,751.4,756.9,76,0,24.9
2022/9/13 9:00,29.6,751.4,756.9,76,0,24.9
2022/9/13 10:00,29.6,751.4,756.9,76,0,24.9
2022/9/13 11:00,33.4,751.6,757.1,41,0,18.3
2022/9/13 12:00,33.4,751.6,757.1,41,0,18.3
2022/9/13 13:00,33.4,751.6,757.1,41,0,18.3
2022/9/13 14:00,34.7,750,755.4,43,0,20.2
2022/9/13 15:00,34.7,750,755.4,43,0,20.2
2022/9/13 16:00,34.7,750,755.4,43,0,20.2
2022/9/13 17:00,34.2,749.2,754.6,41,0,19
2022/9/13 18:00,34.2,749.2,754.6,41,0,19
2022/9/13 19:00,34.2,749.2,754.6,41,0,19
2022/9/13 20:00,32.2,750,755.4,46,0,19.1
2022/9/13 21:00,32.2,750,755.4,46,0,19.1
2022/9/13 22:00,32.2,750,755.4,46,0,19.1
2022/9/13 23:00,29.3,750.7,756.1,73,0,23.9
2022/9/14 0:00,29.3,750.7,756.1,73,0,23.9
2022/9/14 1:00,29.3,750.7,756.1,73,0,23.9
2022/9/14 2:00,29.3,750.1,755.5,73,0,23.9
2022/9/14 3:00,29.3,750.1,755.5,73,0,23.9
2022/9/14 4:00,29.3,750.1,755.5,73,0,23.9
2022/9/14 5:00,29.4,750.3,755.7,45,0,16.2
2022/9/14 6:00,29.4,750.3,755.7,45,0,16.2
2022/9/14 7:00,29.4,750.3,755.7,45,0,16.2
2022/9/14 8:00,29.1,751.6,757,52,0,18.2
2022/9/14 9:00,29.1,751.6,757,52,0,18.2
2022/9/14 10:00,29.1,751.6,757,52,0,18.2
2022/9/14 11:00,32.6,751.6,757.1,42,0,18
2022/9/14 12:00,32.6,751.6,757.1,42,0,18
2022/9/14 13:00,32.6,751.6,757.1,42,0,18
2022/9/14 14:00,34.3,749.7,755.1,44,0,20.2
2022/9/14 15:00,34.3,749.7,755.1,44,0,20.2
2022/9/14 16:00,34.3,749.7,755.1,44,0,20.2
2022/9/14 17:00,33.4,748.6,754,40,0,17.9
2022/9/14 18:00,33.4,748.6,754,40,0,17.9
2022/9/14 19:00,33.4,748.6,754,40,0,17.9
2022/9/14 20:00,30.5,749.5,754.9,48,0,18.2
2022/9/14 21:00,30.5,749.5,754.9,48,0,18.2
2022/9/14 22:00,30.5,749.5,754.9,48,0,18.2
2022/9/14 23:00,30.1,750.3,755.7,50,0,18.5
2022/9/15 0:00,30.1,750.3,755.7,50,0,18.5
2022/9/15 1:00,30.1,750.3,755.7,50,0,18.5
2022/9/15 2:00,28.7,749.8,755.2,61,0,20.4
2022/9/15 3:00,28.7,749.8,755.2,61,0,20.4
2022/9/15 4:00,28.7,749.8,755.2,61,0,20.4
2022/9/15 5:00,27.5,749.6,755,70,0,21.5
2022/9/15 6:00,27.5,749.6,755,70,0,21.5
2022/9/15 7:00,27.5,749.6,755,70,0,21.5
2022/9/15 8:00,29,750.2,755.7,69,0,22.7
2022/9/15 9:00,29,750.2,755.7,69,0,22.7
2022/9/15 10:00,29,750.2,755.7,69,0,22.7
2022/9/15 11:00,32.9,750.1,755.5,44,0,19
2022/9/15 12:00,32.9,750.1,755.5,44,0,19
2022/9/15 13:00,32.9,750.1,755.5,44,0,19
2022/9/15 14:00,34.4,748.6,754,40,0,18.8
2022/9/15 15:00,34.4,748.6,754,40,0,18.8
2022/9/15 16:00,34.4,748.6,754,40,0,18.8
2022/9/15 17:00,32.8,748,753.4,50,0,21
2022/9/15 18:00,32.8,748,753.4,50,0,21
2022/9/15 19:00,32.8,748,753.4,50,0,21
2022/9/15 20:00,30.2,748.5,754,61,0,21.8
2022/9/15 21:00,30.2,748.5,754,61,0,21.8
2022/9/15 22:00,30.2,748.5,754,61,0,21.8
2022/9/15 23:00,29,749.3,754.7,68,0,22.4
2022/9/16 0:00,29,749.3,754.7,68,0,22.4
2022/9/16 1:00,29,749.3,754.7,68,0,22.4
2022/9/16 2:00,28.2,748.5,753.9,71,0,22.4
2022/9/16 3:00,28.2,748.5,753.9,71,0,22.4
2022/9/16 4:00,28.2,748.5,753.9,71,0,22.4
2022/9/16 5:00,27.8,748.5,753.9,68,0,21.3
2022/9/16 6:00,27.8,748.5,753.9,68,0,21.3
2022/9/16 7:00,27.8,748.5,753.9,68,0,21.3
2022/9/16 8:00,29.4,749.5,754.9,76,0,24.7
2022/9/16 9:00,29.4,749.5,754.9,76,0,24.7
2022/9/16 10:00,29.4,749.5,754.9,76,0,24.7
2022/9/16 11:00,33.2,749.7,755.1,54,0,22.6
2022/9/16 12:00,33.2,749.7,755.1,54,0,22.6
2022/9/16 13:00,33.2,749.7,755.1,54,0,22.6
2022/9/16 14:00,32.9,748.2,753.6,58,0,23.5
2022/9/16 15:00,32.9,748.2,753.6,58,0,23.5
2022/9/16 16:00,32.9,748.2,753.6,58,0,23.5
2022/9/16 17:00,32.4,747.4,752.8,59,0,23.3
2022/9/16 18:00,32.4,747.4,752.8,59,0,23.3
2022/9/16 19:00,32.4,747.4,752.8,59,0,23.3
2022/9/16 20:00,29.5,748.2,753.7,71,0,23.6
2022/9/16 21:00,29.5,748.2,753.7,71,0,23.6
2022/9/16 22:00,29.5,748.2,753.7,71,0,23.6
2022/9/16 23:00,29.2,749.2,754.6,74,0,24
2022/9/17 0:00,29.2,749.2,754.6,74,0,24
2022/9/17 1:00,29.2,749.2,754.6,74,0,24
2022/9/17 2:00,28.8,749.1,754.5,70,0,22.7
2022/9/17 3:00,28.8,749.1,754.5,70,0,22.7
2022/9/17 4:00,28.8,749.1,754.5,70,0,22.7
2022/9/17 5:00,28.4,749.5,754.9,72,0,22.8
2022/9/17 6:00,28.4,749.5,754.9,72,0,22.8
2022/9/17 7:00,28.4,749.5,754.9,72,0,22.8
2022/9/17 8:00,29.7,750.3,755.8,69,0,23.3
2022/9/17 9:00,29.7,750.3,755.8,69,0,23.3
2022/9/17 10:00,29.7,750.3,755.8,69,0,23.3
2022/9/17 11:00,32.4,750.1,755.5,67,0,25.4
2022/9/17 12:00,32.4,750.1,755.5,67,0,25.4
2022/9/17 13:00,32.4,750.1,755.5,67,0,25.4
2022/9/17 14:00,33.5,748.7,754.1,61,0,24.9
2022/9/17 15:00,33.5,748.7,754.1,61,0,24.9
2022/9/17 16:00,33.5,748.7,754.1,61,0,24.9
2022/9/17 17:00,31.2,748,753.4,73,0,25.7
2022/9/17 18:00,31.2,748,753.4,73,0,25.7
2022/9/17 19:00,31.2,748,753.4,73,0,25.7
2022/9/17 20:00,29.9,748.8,754.3,81,0,26.2
2022/9/17 21:00,29.9,748.8,754.3,81,0,26.2
2022/9/17 22:00,29.9,748.8,754.3,81,0,26.2
2022/9/17 23:00,29.2,749.5,754.9,85,0,26.4
2022/9/18 0:00,29.2,749.5,754.9,85,0,26.4
2022/9/18 1:00,29.2,749.5,754.9,85,0,26.4
2022/9/18 2:00,28.9,749,754.4,87,0,26.6
2022/9/18 3:00,28.9,749,754.4,87,0,26.6
2022/9/18 4:00,28.9,749,754.4,87,0,26.6
2022/9/18 5:00,28.9,749.2,754.6,81,0,25.3
2022/9/18 6:00,28.9,749.2,754.6,81,0,25.3
2022/9/18 7:00,28.9,749.2,754.6,81,0,25.3
2022/9/18 8:00,30,750.1,755.5,81,0,26.3
2022/9/18 9:00,30,750.1,755.5,81,0,26.3
2022/9/18 10:00,30,750.1,755.5,81,0,26.3
2022/9/18 11:00,32.5,750,755.4,67,0,25.5
2022/9/18 12:00,32.5,750,755.4,67,0,25.5
2022/9/18 13:00,32.5,750,755.4,67,0,25.5
2022/9/18 14:00,33.9,748,753.4,65,0,26.3
2022/9/18 15:00,33.9,748,753.4,65,0,26.3
2022/9/18 16:00,33.9,748,753.4,65,0,26.3
2022/9/18 17:00,31.9,747.4,752.8,73,0,26.4
2022/9/18 18:00,31.9,747.4,752.8,73,0,26.4
2022/9/18 19:00,31.9,747.4,752.8,73,0,26.4
2022/9/18 20:00,26.4,748.6,754,84,1,23.4
2022/9/18 21:00,26.4,748.6,754,84,1,23.4
2022/9/18 22:00,26.4,748.6,754,84,1,23.4
2022/9/18 23:00,27.4,749.2,754.7,81,0,23.8
2022/9/19 0:00,27.4,749.2,754.7,81,0,23.8
2022/9/19 1:00,27.4,749.2,754.7,81,0,23.8
2022/9/19 2:00,26.9,749,754.4,86,0,24.3
2022/9/19 3:00,26.9,749,754.4,86,0,24.3
2022/9/19 4:00,26.9,749,754.4,86,0,24.3
2022/9/19 5:00,24.8,749.4,754.9,88,0,22.6
2022/9/19 6:00,24.8,749.4,754.9,88,0,22.6
2022/9/19 7:00,24.8,749.4,754.9,88,0,22.6
2022/9/19 8:00,26.7,750.3,755.8,87,0,24.3
2022/9/19 9:00,26.7,750.3,755.8,87,0,24.3
2022/9/19 10:00,26.7,750.3,755.8,87,0,24.3
2022/9/19 11:00,31.4,750.1,755.5,73,0,25.9
2022/9/19 12:00,31.4,750.1,755.5,73,0,25.9
2022/9/19 13:00,31.4,750.1,755.5,73,0,25.9
2022/9/19 14:00,32.5,748.2,753.7,73,0,27
2022/9/19 15:00,32.5,748.2,753.7,73,0,27
2022/9/19 16:00,32.5,748.2,753.7,73,0,27
2022/9/19 17:00,30.5,747.7,753.1,74,0,25.3
2022/9/19 18:00,30.5,747.7,753.1,74,0,25.3
2022/9/19 19:00,30.5,747.7,753.1,74,0,25.3
2022/9/19 20:00,28.1,749.2,754.6,75,0,23.2
2022/9/19 21:00,28.1,749.2,754.6,75,0,23.2
2022/9/19 22:00,28.1,749.2,754.6,75,0,23.2
2022/9/19 23:00,27.7,750,755.5,79,0,23.7
2022/9/20 0:00,27.7,750,755.5,79,0,23.7
2022/9/20 1:00,27.7,750,755.5,79,0,23.7
2022/9/20 2:00,27.9,749.8,755.2,77,0,23.4
2022/9/20 3:00,27.9,749.8,755.2,77,0,23.4
2022/9/20 4:00,27.9,749.8,755.2,77,0,23.4
2022/9/20 5:00,27.5,749.6,755.1,83,0,24.3
