time,T,P0,P,U,nRAIN,Td
2022/9/2 17:00,32,752.8,753.1,52,0,21
2022/9/2 18:00,31,752.8,753.1,52,0,20
2022/9/2 19:00,31,753.6,753.9,52,0,20
2022/9/2 20:00,30,753.6,753.9,55,0,20
2022/9/2 21:00,31,754.3,754.6,52,0,20
2022/9/2 22:00,29,754.3,754.6,58,0,20
2022/9/2 23:00,29,754.3,754.6,58,0,20
2022/9/3 0:00,28,753.6,753.9,62,0,20
2022/9/3 1:00,28,753.6,753.9,62,0,20
2022/9/3 2:00,27,752.8,753.1,70,0,21
2022/9/3 3:00,27,752,752.3,66,0,20
2022/9/3 4:00,27,752,752.3,66,0,20
2022/9/3 5:00,26,752.8,753.1,70,0,20
2022/9/3 6:00,26,752.8,753.1,65,0,19
2022/9/3 7:00,26,752.8,753.1,65,0,19
2022/9/3 8:00,28,753.6,753.9,58,0,19
2022/9/3 9:00,29,753.6,753.9,51,0,18
2022/9/3 10:00,31,752.8,753.1,46,0,18
2022/9/3 11:00,31,752.8,753.1,46,0,18
2022/9/3 12:00,32,752,752.3,43,0,18
2022/9/3 13:00,32,751.3,751.6,43,0,18
2022/9/3 14:00,33,751.3,751.6,46,0,20
2022/9/3 15:00,32,750.5,750.8,52,0,21
2022/9/3 16:00,33,750.5,750.8,46,0,20
2022/9/3 17:00,33,750.5,750.8,44,0,19
2022/9/3 18:00,32,750.5,750.8,46,0,19
2022/9/3 19:00,31,751.3,751.6,49,0,19
2022/9/3 20:00,30,751.3,751.6,52,0,19
2022/9/3 21:00,30,752,752.3,52,0,19
2022/9/3 22:00,29,752.8,753.1,55,0,19
2022/9/3 23:00,29,752.8,753.1,55,0,19
2022/9/4 0:00,29,752,752.3,55,0,19
2022/9/4 1:00,28,752,752.3,62,0,20
2022/9/4 2:00,29,752,752.3,58,0,20
2022/9/4 3:00,29,752,752.3,58,0,20
2022/9/4 4:00,29,752,752.3,55,0,19
2022/9/4 5:00,27,752,752.3,66,0,20
2022/9/4 6:00,28,752.8,753.1,58,0,19
2022/9/4 7:00,28,752.8,753.1,58,0,19
2022/9/4 8:00,29,753.6,753.9,55,0,19
2022/9/4 9:00,30,753.6,753.9,55,0,20
2022/9/4 10:00,31,753.6,753.9,52,0,20
2022/9/4 11:00,32,752.8,753.1,46,0,19
2022/9/4 12:00,32,752,752.3,46,0,19
2022/9/4 13:00,33,752,752.3,46,0,20
2022/9/4 14:00,33,751.3,751.6,49,0,21
2022/9/4 15:00,33,750.5,750.8,46,0,20
2022/9/4 16:00,34,750.5,750.8,44,0,20
2022/9/4 17:00,34,750.5,750.8,44,0,20
2022/9/4 18:00,33,751.3,751.6,46,0,20
2022/9/4 19:00,32,751.3,751.6,52,0,21
2022/9/4 20:00,31,752,752.3,55,0,21
2022/9/4 21:00,31,752.8,753.1,55,0,21
2022/9/4 22:00,31,752.8,753.1,52,0,20
2022/9/4 23:00,30,752.8,753.1,55,0,20
2022/9/5 0:00,29,752.8,753.1,62,0,21
2022/9/5 1:00,29,752.8,753.1,58,0,20
2022/9/5 2:00,29,752.8,753.1,55,0,19
2022/9/5 3:00,28,752,752.3,58,0,19
2022/9/5 4:00,28,752,752.3,58,0,19
2022/9/5 5:00,28,752.8,753.1,58,0,19
2022/9/5 6:00,28,752.8,753.1,55,0,18
2022/9/5 7:00,28,752.8,753.1,58,0,19
2022/9/5 8:00,29,753.6,753.9,55,0,19
2022/9/5 9:00,30,753.6,753.9,52,0,19
2022/9/5 10:00,31,753.6,753.9,49,0,19
2022/9/5 11:00,33,753.6,753.9,41,0,18
2022/9/5 12:00,33,753.6,753.9,44,0,19
2022/9/5 13:00,34,752.8,753.1,44,0,20
2022/9/5 14:00,33,752,752.3,49,0,21
2022/9/5 15:00,34,752,752.3,47,0,21
2022/9/5 16:00,34,752,752.3,41,0,19
2022/9/5 17:00,34,752,752.3,39,0,18
2022/9/5 18:00,33,752,752.3,41,0,18
2022/9/5 19:00,32,752.8,753.1,46,0,19
2022/9/5 20:00,31,753.6,753.9,49,0,19
2022/9/5 21:00,30,753.6,753.9,55,0,20
2022/9/5 22:00,30,754.3,754.6,55,0,20
2022/9/5 23:00,29,754.3,754.6,62,0,21
2022/9/6 0:00,29,754.3,754.6,62,0,21
2022/9/6 1:00,30,754.3,754.6,52,0,19
2022/9/6 2:00,30,753.6,753.9,52,0,19
2022/9/6 3:00,30,753.6,753.9,52,0,19
2022/9/6 4:00,29,753.6,753.9,55,0,19
2022/9/6 5:00,29,754.3,754.6,51,0,18
2022/9/6 6:00,29,754.3,754.6,55,0,19
2022/9/6 7:00,29,755.1,755.4,55,0,19
2022/9/6 8:00,30,755.9,756.2,52,0,19
2022/9/6 9:00,31,755.9,756.2,49,0,19
2022/9/6 10:00,32,755.9,756.2,46,0,19
2022/9/6 11:00,33,755.9,756.2,41,0,18
2022/9/6 12:00,34,755.9,756.2,41,0,19
2022/9/6 13:00,35,755.1,755.4,41,0,20
2022/9/6 14:00,34,755.1,755.4,47,0,21
2022/9/6 15:00,33,755.1,755.4,52,0,22
2022/9/6 16:00,33,755.1,755.4,52,0,22
2022/9/6 17:00,31,755.1,755.4,62,0,23
2022/9/6 18:00,31,755.9,756.2,66,0,24
2022/9/6 19:00,32,756.6,756.9,52,0,21
2022/9/6 20:00,31,756.6,756.9,59,0,22
2022/9/6 21:00,31,757.9,758.2,59,0,22
2022/9/6 22:00,30,757.9,758.2,70,0,24
2022/9/6 23:00,30,757.9,758.2,66,0,23
2022/9/7 0:00,29,757.9,758.2,70,0,23
2022/9/7 1:00,29,757.9,758.2,70,0,23
2022/9/7 2:00,29,757.9,758.2,74,0,24
2022/9/7 3:00,29,757.9,758.2,74,0,24
2022/9/7 4:00,29,757.9,758.2,74,0,24
2022/9/7 5:00,28,757.9,758.2,79,0,24
2022/9/7 6:00,28,758.7,759,79,0,24
2022/9/7 7:00,29,759.4,759.7,74,0,24
2022/9/7 8:00,29,759.4,759.7,74,0,24
2022/9/7 9:00,29,760.2,760.5,74,0,24
2022/9/7 10:00,31,760.2,760.5,66,0,24
2022/9/7 11:00,31,760.2,760.5,66,0,24
2022/9/7 12:00,31,760.2,760.5,66,0,24
2022/9/7 13:00,32,759.4,759.7,63,0,24
2022/9/7 14:00,32,759.4,759.7,63,0,24
2022/9/7 15:00,32,758.7,759,63,0,24
2022/9/7 16:00,32,757.9,758.2,63,0,24
2022/9/7 17:00,31,757.9,758.2,66,0,24
2022/9/7 18:00,31,758.7,759,62,0,23
2022/9/7 19:00,30,759.4,759.7,66,0,23
2022/9/7 20:00,30,760.2,760.5,66,0,23
2022/9/7 21:00,29,760.2,760.5,74,0,24
2022/9/7 22:00,29,760.9,761.2,74,0,24
2022/9/7 23:00,29,760.9,761.2,74,0,24
2022/9/8 0:00,29,760.9,761.2,74,0,24
2022/9/8 1:00,29,760.9,761.2,74,0,24
2022/9/8 2:00,28,760.2,760.5,79,0,24
2022/9/8 3:00,28,760.2,760.5,79,0,24
2022/9/8 4:00,28,759.4,759.7,79,0,24
2022/9/8 5:00,28,759.4,759.7,74,0,23
2022/9/8 6:00,29,760.2,760.5,74,0,24
2022/9/8 7:00,28,760.2,760.5,79,0,24
2022/9/8 8:00,29,760.9,761.2,74,0,24
2022/9/8 9:00,31,760.9,761.2,62,0,23
2022/9/8 10:00,32,760.9,761.2,63,0,24
2022/9/8 11:00,32,760.9,761.2,67,0,25
2022/9/8 12:00,32,760.2,760.5,63,0,24
2022/9/8 13:00,31,759.4,759.7,70,0,25
2022/9/8 14:00,32,758.7,759,67,0,25
2022/9/8 15:00,31,757.9,758.2,70,0,25
2022/9/8 16:00,31,757.9,758.2,75,0,26
2022/9/8 17:00,30,758.7,759,70,0,24
2022/9/8 18:00,30,759.4,759.7,62,0,22
2022/9/8 19:00,30,759.4,759.7,55,0,20
2022/9/8 20:00,29,760.9,761.2,51,1,18
2022/9/8 21:00,29,760.9,761.2,51,0,18
2022/9/8 22:00,29,760.9,761.2,51,0,18
2022/9/8 23:00,28,760.9,761.2,62,0,20
2022/9/9 0:00,29,760.2,760.5,45,0,16
2022/9/9 1:00,28,760.2,760.5,55,0,18
2022/9/9 2:00,27,760.2,760.5,66,0,20
2022/9/9 3:00,27,760.2,760.5,70,0,21
2022/9/9 4:00,27,759.4,759.7,70,0,21
2022/9/9 5:00,27,759.4,759.7,70,0,21
2022/9/9 6:00,26,759.4,759.7,74,0,21
2022/9/9 7:00,27,760.2,760.5,74,0,22
2022/9/9 8:00,29,760.2,760.5,66,0,22
2022/9/9 9:00,30,760.2,760.5,62,0,22
2022/9/9 10:00,32,760.2,760.5,49,0,20
2022/9/9 11:00,30,760.2,760.5,66,0,23
2022/9/9 12:00,31,759.4,759.7,55,0,21
2022/9/9 13:00,32,759.4,759.7,49,0,20
2022/9/9 14:00,32,758.7,759,41,0,17
2022/9/9 15:00,32,757.9,758.2,52,0,21
2022/9/9 16:00,32,757.9,758.2,52,0,21
2022/9/9 17:00,31,757.4,757.7,59,0,22
2022/9/9 18:00,30,757.9,758.2,62,0,22
2022/9/9 19:00,29,757.9,758.2,74,0,24
2022/9/9 20:00,29,758.7,759,70,0,23
2022/9/9 21:00,29,759.4,759.7,70,0,23
2022/9/9 22:00,29,759.4,759.7,70,0,23
2022/9/9 23:00,29,759.4,759.7,70,0,23
2022/9/10 0:00,28,759.4,759.7,74,0,23
2022/9/10 1:00,29,758.7,759,70,0,23
2022/9/10 2:00,28,758.7,759,70,0,22
2022/9/10 3:00,28,757.9,758.2,70,0,22
2022/9/10 4:00,28,757.9,758.2,70,0,22
2022/9/10 5:00,28,757.9,758.2,70,0,22
2022/9/10 6:00,28,757.9,758.2,70,0,22
2022/9/10 7:00,28,757.9,758.2,70,0,22
2022/9/10 8:00,29,758.7,759,70,0,23
2022/9/10 9:00,30,758.7,759,66,0,23
2022/9/10 10:00,30,759.4,759.7,66,0,23
2022/9/10 11:00,30,758.7,759,66,0,23
2022/9/10 12:00,31,758.7,759,62,0,23
2022/9/10 13:00,31,757.9,758.2,62,0,23
2022/9/10 14:00,31,757.4,757.7,66,0,24
2022/9/10 15:00,31,756.6,756.9,66,0,24
2022/9/10 16:00,31,756.6,756.9,70,0,25
2022/9/10 17:00,30,756.6,756.9,75,0,25
2022/9/10 18:00,29,756.6,756.9,79,0,25
2022/9/10 19:00,29,757.4,757.7,79,0,25
2022/9/10 20:00,29,757.4,757.7,79,0,25
2022/9/10 21:00,29,757.9,758.2,79,0,25
2022/9/10 22:00,28,757.9,758.2,89,0,26
2022/9/10 23:00,28,757.9,758.2,89,0,26
2022/9/11 0:00,28,757.9,758.2,89,0,26
2022/9/11 1:00,29,757.9,758.2,79,0,25
2022/9/11 2:00,29,757.4,757.7,79,0,25
2022/9/11 3:00,28,757.4,757.7,84,0,25
2022/9/11 4:00,28,756.6,756.9,84,0,25
2022/9/11 5:00,28,756.6,756.9,84,0,25
2022/9/11 6:00,28,756.6,756.9,89,0,26
2022/9/11 7:00,28,757.4,757.7,84,0,25
2022/9/11 8:00,29,757.4,757.7,79,0,25
2022/9/11 9:00,29,757.4,757.7,74,0,24
2022/9/11 10:00,30,757.9,758.2,75,0,25
2022/9/11 11:00,30,757.4,757.7,75,0,25
2022/9/11 12:00,31,757.4,757.7,70,0,25
2022/9/11 13:00,32,756.6,756.9,67,0,25
2022/9/11 14:00,32,755.9,756.2,67,0,25
2022/9/11 15:00,33,755.1,755.4,59,0,24
2022/9/11 16:00,33,754.3,754.6,67,0,26
2022/9/11 17:00,32,754.3,754.6,71,0,26
2022/9/11 18:00,31,754.3,754.6,79,0,27
2022/9/11 19:00,30,755.1,755.4,84,0,27
2022/9/11 20:00,30,755.1,755.4,84,0,27
2022/9/11 21:00,29,755.9,756.2,89,0,27
2022/9/11 22:00,29,755.9,756.2,89,0,27
2022/9/11 23:00,29,755.9,756.2,84,0,26
2022/9/12 0:00,29,755.9,756.2,89,0,27
2022/9/12 1:00,29,755.9,756.2,84,0,26
2022/9/12 2:00,29,755.9,756.2,89,0,27
2022/9/12 3:00,29,755.1,755.4,84,0,26
2022/9/12 4:00,29,755.1,755.4,79,0,25
2022/9/12 5:00,28,755.1,755.4,84,0,25
2022/9/12 6:00,28,755.9,756.2,84,0,25
2022/9/12 7:00,28,755.9,756.2,79,0,24
2022/9/12 8:00,30,755.9,756.2,62,0,22
2022/9/12 9:00,32,756.6,756.9,55,0,22
2022/9/12 10:00,33,756.6,756.9,56,0,23
2022/9/12 11:00,35,756.6,756.9,41,0,20
2022/9/12 12:00,34,755.9,756.2,44,0,20
2022/9/12 13:00,34,755.1,755.4,49,0,22
2022/9/12 14:00,34,754.3,754.6,47,0,21
2022/9/12 15:00,35,754.3,754.6,44,0,21
2022/9/12 16:00,35,753.6,753.9,41,0,20
2022/9/12 17:00,35,753.6,753.9,41,0,20
2022/9/12 18:00,34,753.6,753.9,39,0,18
2022/9/12 19:00,33,754.3,754.6,38,0,17
2022/9/12 20:00,33,754.3,754.6,38,0,17
2022/9/12 21:00,31,754.3,754.6,52,0,20
2022/9/12 22:00,31,755.1,755.4,52,0,20
2022/9/12 23:00,30,755.1,755.4,75,0,25
2022/9/13 0:00,29,755.1,755.4,89,0,27
2022/9/13 1:00,29,755.1,755.4,84,0,26
2022/9/13 2:00,29,755.1,755.4,84,0,26
2022/9/13 3:00,29,755.1,755.4,74,0,24
2022/9/13 4:00,28,755.1,755.4,79,0,24
2022/9/13 5:00,29,755.1,755.4,70,0,23
2022/9/13 6:00,28,755.1,755.4,74,0,23
2022/9/13 7:00,29,755.9,756.2,74,0,24
2022/9/13 8:00,31,755.9,756.2,59,0,22
2022/9/13 9:00,32,756.6,756.9,63,0,24
2022/9/13 10:00,32,756.6,756.9,55,0,22
2022/9/13 11:00,35,756.6,756.9,36,0,18
2022/9/13 12:00,36,755.9,756.2,34,0,18
2022/9/13 13:00,36,755.1,755.4,32,0,17
2022/9/13 14:00,35,755.1,755.4,44,0,21
2022/9/13 15:00,35,754.3,754.6,39,0,19
2022/9/13 16:00,35,754.3,754.6,47,0,22
2022/9/13 17:00,35,753.6,753.9,44,0,21
2022/9/13 18:00,34,753.6,753.9,49,0,22
2022/9/13 19:00,33,754.3,754.6,49,0,21
2022/9/13 20:00,33,754.3,754.6,41,0,18
2022/9/13 21:00,32,755.1,755.4,46,0,19
2022/9/13 22:00,31,755.1,755.4,52,0,20
2022/9/13 23:00,31,755.1,755.4,70,0,25
2022/9/14 0:00,30,755.1,755.4,66,0,23
2022/9/14 1:00,30,755.1,755.4,79,0,26
2022/9/14 2:00,30,755.1,755.4,79,0,26
2022/9/14 3:00,31,754.3,754.6,55,0,21
2022/9/14 4:00,30,755.1,755.4,79,0,26
2022/9/14 5:00,31,755.1,755.4,49,0,19
2022/9/14 6:00,30,755.1,755.4,52,0,19
2022/9/14 7:00,30,755.9,756.2,52,0,19
2022/9/14 8:00,31,756.6,756.9,46,0,18
2022/9/14 9:00,33,756.6,756.9,36,0,16
2022/9/14 10:00,33,756.6,756.9,34,0,15
2022/9/14 11:00,34,756.6,756.9,34,0,16
2022/9/14 12:00,34,755.9,756.2,39,0,18
2022/9/14 13:00,34,755.1,755.4,41,0,19
2022/9/14 14:00,35,754.3,754.6,41,0,20
2022/9/14 15:00,35,753.6,753.9,41,0,20
2022/9/14 16:00,35,753.6,753.9,39,0,19
2022/9/14 17:00,34,753.6,753.9,41,0,19
2022/9/14 18:00,34,753.6,753.9,41,0,19
2022/9/14 19:00,33,753.6,753.9,41,0,18
2022/9/14 20:00,32,754.3,754.6,43,0,18
2022/9/14 21:00,31,754.3,754.6,46,0,18
2022/9/14 22:00,31,755.1,755.4,49,0,19
2022/9/14 23:00,30,755.1,755.4,59,0,21
2022/9/15 0:00,29,755.1,755.4,74,0,24
2022/9/15 1:00,29,754.3,754.6,70,0,23
2022/9/15 2:00,30,754.3,754.6,75,0,25
2022/9/15 3:00,29,754.3,754.6,79,0,25
2022/9/15 4:00,29,754.3,754.6,62,0,21
2022/9/15 5:00,30,754.3,754.6,52,0,19
2022/9/15 6:00,30,754.3,754.6,55,0,20
2022/9/15 7:00,29,754.3,754.6,58,0,20
2022/9/15 8:00,31,755.1,755.4,52,0,20
2022/9/15 9:00,32,755.1,755.4,46,0,19
2022/9/15 10:00,33,755.1,755.4,41,0,18
2022/9/15 11:00,34,755.1,755.4,36,0,17
2022/9/15 12:00,34,754.3,754.6,44,0,20
2022/9/15 13:00,34,753.6,753.9,47,0,21
2022/9/15 14:00,34,753.6,753.9,44,0,20
2022/9/15 15:00,35,752.8,753.1,36,0,18
2022/9/15 16:00,34,752.8,753.1,41,0,19
2022/9/15 17:00,34,752.8,753.1,44,0,20
2022/9/15 18:00,33,752.8,753.1,44,0,19
2022/9/15 19:00,32,752.8,753.1,46,0,19
2022/9/15 20:00,32,752.8,753.1,52,0,21
2022/9/15 21:00,31,753.6,753.9,62,0,23
2022/9/15 22:00,31,754.3,754.6,62,0,23
2022/9/15 23:00,30,754.3,754.6,70,0,24
2022/9/16 0:00,30,753.6,753.9,66,0,23
2022/9/16 1:00,30,753.6,753.9,70,0,24
2022/9/16 2:00,30,753.6,753.9,70,0,24
2022/9/16 3:00,29,752.8,753.1,74,0,24
2022/9/16 4:00,29,752.8,753.1,74,0,24
2022/9/16 5:00,29,752.8,753.1,70,0,23
2022/9/16 6:00,29,753.6,753.9,74,0,24
2022/9/16 7:00,29,753.6,753.9,74,0,24
2022/9/16 8:00,30,754.3,754.6,70,0,24
2022/9/16 9:00,31,754.3,754.6,66,0,24
2022/9/16 10:00,32,754.3,754.6,63,0,24
2022/9/16 11:00,33,754.3,754.6,59,0,24
2022/9/16 12:00,34,754.3,754.6,53,0,23
2022/9/16 13:00,35,753.6,753.9,41,0,20
2022/9/16 14:00,35,752.8,753.1,41,0,20
2022/9/16 15:00,35,752,752.3,39,0,19
2022/9/16 16:00,35,752,752.3,47,0,22
2022/9/16 17:00,34,752,752.3,49,0,22
2022/9/16 18:00,32,752,752.3,67,0,25
2022/9/16 19:00,31,752,752.3,70,0,25
2022/9/16 20:00,31,752.8,753.1,75,0,26
2022/9/16 21:00,31,753.6,753.9,75,0,26
2022/9/16 22:00,31,753.6,753.9,75,0,26
2022/9/16 23:00,30,753.6,753.9,79,0,26
2022/9/17 0:00,30,753.6,753.9,70,0,24
2022/9/17 1:00,30,753.6,753.9,75,0,25
2022/9/17 2:00,30,753.6,753.9,79,0,26
2022/9/17 3:00,30,753.6,753.9,79,0,26
2022/9/17 4:00,30,753.6,753.9,79,0,26
2022/9/17 5:00,30,754.3,754.6,79,0,26
2022/9/17 6:00,29,754.3,754.6,84,0,26
2022/9/17 7:00,30,754.3,754.6,79,0,26
2022/9/17 8:00,31,755.1,755.4,75,0,26
2022/9/17 9:00,32,755.1,755.4,67,0,25
2022/9/17 10:00,32,755.1,755.4,67,0,25
2022/9/17 11:00,32,755.1,755.4,67,0,25
2022/9/17 12:00,33,754.3,754.6,67,0,26
2022/9/17 13:00,34,753.6,753.9,59,0,25
2022/9/17 14:00,34,753.6,753.9,59,0,25
2022/9/17 15:00,34,752.8,753.1,63,0,26
2022/9/17 16:00,32,752.8,753.1,63,0,24
2022/9/17 17:00,32,752.8,753.1,63,0,24
2022/9/17 18:00,31,752.8,753.1,62,0,23
2022/9/17 19:00,31,752.8,753.1,66,0,24
2022/9/17 20:00,31,753.6,753.9,70,0,25
2022/9/17 21:00,31,753.6,753.9,75,0,26
2022/9/17 22:00,31,754.3,754.6,75,0,26
2022/9/17 23:00,31,754.3,754.6,75,0,26
2022/9/18 0:00,30,754.3,754.6,79,0,26
2022/9/18 1:00,30,753.6,753.9,79,0,26
2022/9/18 2:00,30,753.6,753.9,75,0,25
2022/9/18 3:00,30,753.6,753.9,75,0,25
2022/9/18 4:00,30,753.6,753.9,75,0,25
2022/9/18 5:00,30,753.6,753.9,75,0,25
2022/9/18 6:00,30,754.3,754.6,75,0,25
2022/9/18 7:00,30,754.3,754.6,79,0,26
2022/9/18 8:00,30,755.1,755.4,75,0,25
2022/9/18 9:00,30,755.1,755.4,75,0,25
2022/9/18 10:00,32,755.1,755.4,67,0,25
2022/9/18 11:00,32,755.1,755.4,67,0,25
2022/9/18 12:00,33,754.3,754.6,63,0,25
2022/9/18 13:00,34,753.6,753.9,63,0,26
2022/9/18 14:00,34,752.8,753.1,67,0,27
2022/9/18 15:00,34,752,752.3,67,0,27
2022/9/18 16:00,33,752,752.3,71,0,27
2022/9/18 17:00,32,751.3,751.6,79,0,28
2022/9/18 18:00,32,752,752.3,75,0,27
2022/9/18 19:00,31,752,752.3,84,0,28
2022/9/18 20:00,30,752.8,753.1,75,0,25
2022/9/18 21:00,30,753.6,753.9,70,0,24
2022/9/18 22:00,30,754.3,754.6,66,0,23
2022/9/18 23:00,30,753.6,753.9,66,0,23
2022/9/19 0:00,30,753.6,753.9,75,0,25
2022/9/19 1:00,30,753.6,753.9,70,0,24
2022/9/19 2:00,26,755.9,756.2,79,2,22
2022/9/19 3:00,25,753.6,753.9,83,1,22
2022/9/19 4:00,26,753.6,753.9,84,0,23
2022/9/19 5:00,27,754.3,754.6,84,0,24
2022/9/19 6:00,27,754.3,754.6,84,0,24
2022/9/19 7:00,27,755.1,755.4,84,0,24
2022/9/19 8:00,28,755.1,755.4,84,0,25
2022/9/19 9:00,29,755.1,755.4,79,0,25
2022/9/19 10:00,30,755.1,755.4,75,0,25
2022/9/19 11:00,31,755.1,755.4,75,0,26
2022/9/19 12:00,31,754.3,754.6,75,0,26
2022/9/19 13:00,32,753.6,753.9,71,0,26
2022/9/19 14:00,33,752.8,753.1,67,0,26
2022/9/19 15:00,33,752,752.3,63,0,25
2022/9/19 16:00,34,752,752.3,63,0,26
2022/9/19 17:00,34,752,752.3,59,0,25
2022/9/19 18:00,31,752,752.3,79,0,27
2022/9/19 19:00,32,752.8,753.1,63,0,24
2022/9/19 20:00,32,753.6,753.9,59,0,23
2022/9/19 21:00,31,754.3,754.6,62,0,23
2022/9/19 22:00,30,754.3,754.6,66,0,23
2022/9/19 23:00,31,754.3,754.6,66,0,24
2022/9/20 0:00,31,754.3,754.6,70,0,25
2022/9/20 1:00,30,754.3,754.6,66,0,23
2022/9/20 2:00,30,754.3,754.6,66,0,23
2022/9/20 3:00,30,754.3,754.6,66,0,23
2022/9/20 4:00,29,754.3,754.6,70,0,23
2022/9/20 5:00,29,754.3,754.6,70,0,23
2022/9/20 6:00,29,755.1,755.4,70,0,23
2022/9/20 7:00,29,755.1,755.4,74,0,24
2022/9/20 8:00,30,755.9,756.2,70,0,24
2022/9/20 9:00,31,755.9,756.2,66,0,24
2022/9/20 10:00,32,755.9,756.2,67,0,25
2022/9/20 11:00,33,755.9,756.2,56,0,23
2022/9/20 12:00,34,755.9,756.2,56,0,24
2022/9/20 13:00,29,755.9,756.2,79,2,25
2022/9/20 14:00,29,755.1,755.4,74,0,24
2022/9/20 15:00,30,755.1,755.4,70,0,24
2022/9/20 16:00,31,755.1,755.4,62,0,23
2022/9/20 17:00,31,755.1,755.4,62,0,23
2022/9/20 18:00,30,755.9,756.2,66,0,23
2022/9/20 19:00,30,755.9,756.2,66,0,23
2022/9/20 20:00,29,756.6,756.9,70,0,23
2022/9/20 21:00,29,757.4,757.7,70,0,23
2022/9/20 22:00,29,757.4,757.7,70,0,23
2022/9/20 23:00,29,757.4,757.7,74,0,24
2022/9/21 0:00,29,757.4,757.7,74,0,24
2022/9/21 1:00,29,757.4,757.7,70,0,23
2022/9/21 2:00,29,756.6,756.9,70,0,23
2022/9/21 3:00,28,756.6,756.9,74,0,23
2022/9/21 4:00,28,756.6,756.9,70,0,22
2022/9/21 5:00,28,756.6,756.9,74,0,23
2022/9/21 6:00,28,757.4,757.7,74,0,23
2022/9/21 7:00,28,757.4,757.7,74,0,23
2022/9/21 8:00,29,757.9,758.2,70,0,23
2022/9/21 9:00,30,757.9,758.2,66,0,23
2022/9/21 10:00,31,757.9,758.2,59,0,22
2022/9/21 11:00,31,757.9,758.2,59,0,22
2022/9/21 12:00,31,757.9,758.2,55,0,21
2022/9/21 13:00,31,757.4,757.7,55,0,21
2022/9/21 14:00,32,756.6,756.9,52,0,21
2022/9/21 15:00,32,756.6,756.9,49,0,20
2022/9/21 16:00,31,756.6,756.9,49,0,19
2022/9/21 17:00,31,756.6,756.9,49,0,19
2022/9/21 18:00,30,756.6,756.9,49,0,18
2022/9/21 19:00,29,756.6,756.9,58,0,20
2022/9/21 20:00,29,757.4,757.7,58,0,20
2022/9/21 21:00,28,757.9,758.2,66,0,21
2022/9/21 22:00,28,758.7,759,70,0,22
2022/9/21 23:00,28,758.7,759,70,0,22
2022/9/22 0:00,28,758.7,759,70,0,22
2022/9/22 1:00,27,758.7,759,74,0,22
2022/9/22 2:00,27,757.9,758.2,74,0,22
2022/9/22 3:00,27,757.9,758.2,74,0,22
2022/9/22 4:00,27,757.9,758.2,74,0,22
2022/9/22 5:00,27,757.9,758.2,74,0,22
2022/9/22 6:00,27,757.9,758.2,74,0,22
2022/9/22 7:00,27,757.9,758.2,74,0,22
2022/9/22 8:00,28,757.9,758.2,70,0,22
2022/9/22 9:00,29,758.7,759,66,0,22
2022/9/22 10:00,31,758.7,759,59,0,22
2022/9/22 11:00,31,757.9,758.2,55,0,21
2022/9/22 12:00,31,757.9,758.2,55,0,21
2022/9/22 13:00,30,757.4,757.7,62,0,22
2022/9/22 14:00,30,757.4,757.7,66,0,23
2022/9/22 15:00,31,756.6,756.9,59,0,22
