name,location,id,longitude,latitude
G94珠三角环线高速入口(南向),"114.053411,22.671811",BZ7LPD01GT,114.053411,22.671811
G94珠三角环线高速入口(惠州方向),"114.044169,22.721758",BZ7LPD01L3,114.044169,22.721758
S29清平高速入口(平湖方向),"114.101180,22.602496",BZ7KPD01H5,114.10118,22.602496
S29清平高速入口(罗湖方向),"114.097897,22.609135",B02F38JBD2,114.097897,22.609135
S29清平高速入口(北向),"114.097214,22.612823",BZ7KPD00QV,114.097214,22.612823
S29清平高速入口(北向),"114.093805,22.635791",BZ7KPD02D0,114.093805,22.635791
S29清平高速入口(汕头方向),"114.093645,22.631990",BZ7KPD01ZG,114.093645,22.63199
S29清平高速入口(罗湖方向),"114.093475,22.629594",BZ7KPD024E,114.093475,22.629594
S28水官高速入口(龙岗中心城方向),"114.100680,22.630267",BZ7KPD0243,114.10068,22.630267
S29清平高速入口(北向),"114.107015,22.569370",B0FFGQ5ZQN,114.107015,22.56937
S29清平高速入口(龙岗方向),"114.104482,22.580934",B0FFH0KTWQ,114.104482,22.580934
S29清平高速入口(西北向),"114.104353,22.581306",B0FFH02K46,114.104353,22.581306
S29清平高速入口(北向),"114.103381,22.588270",B0FFH02ITY,114.103381,22.58827
S29清平高速入口(罗湖方向),"114.102965,22.598984",BZ7KPD01H2,114.102965,22.598984
G15沈海高速入口(广州方向),"114.118264,22.662563",BZ7KPD00SJ,114.118264,22.662563
G15沈海高速入口(罗湖方向),"114.102939,22.675030",BZ7LPD01NB,114.102939,22.67503
S29清平高速入口(观湖方向),"114.104822,22.682996",BZ7LPD00YT,114.104822,22.682996
S29清平高速入口(罗湖方向),"114.103384,22.704043",BZ7LPD00YS,114.103384,22.704043
S28水官高速入口(龙岗方向),"114.125668,22.638338",BZ7KPD022H,114.125668,22.638338
布澜收费站入口(罗湖方向),"114.124426,22.639410",BZ7KPD0287,114.124426,22.63941
G15沈海高速入口(龙岗方向),"114.124655,22.662344",BZ7LPD00Y5,114.124655,22.662344
东部过境高速入口(北向),"114.159605,22.564953",BZ7JPE00LC,114.159605,22.564953
东部过境高速入口(西北向),"114.159523,22.556807",BZ7JPE00HV,114.159523,22.556807
平沙收费站入口(S28水官高速东向),"114.156536,22.638399",B0FFGSE9O6,114.156536,22.638399
白泥坑收费站入口(G15沈海高速东向),"114.148012,22.655340",BZ7KPE01SV,114.148012,22.65534
G15沈海高速入口(东向),"114.146503,22.652164",BZ7KPE02JS,114.146503,22.652164
排榜收费站入口(盐田方向),"114.173138,22.626983",BZ7KPE02LY,114.173138,22.626983
G0422武深高速入口(凤岗方向),"114.168849,22.633776",BZ7KPE00LB,114.168849,22.633776
S30惠深沿海高速入口(大梅沙方向),"114.180331,22.558677",B0FFGSII0I,114.180331,22.558677
G0422武深高速入口(龙岗方向),"114.183648,22.618840",BZ7KPE02LO,114.183648,22.61884
G0422武深高速入口(大鹏方向),"114.187760,22.613307",BZ7KPE01QI,114.18776,22.613307
凤岗收费站入口(深圳方向),"114.186056,22.672853",BZ7LPE017D,114.186056,22.672853
G0422武深高速入口(博罗方向),"114.191004,22.677740",BZ7LPE01MY,114.191004,22.67774
西乡北收费站入口(广州方向),"113.844028,22.573827",B0FFH02ID8,113.844028,22.573827
龙岗收费站入口(S28水官高速南向),"114.209043,22.679805",B0FFH02KAM,114.209043,22.679805
G0422武深高速入口(深圳方向),"114.206535,22.735078",BZ7LPE01MS,114.206535,22.735078
杨岗收费站入口(博罗方向),"114.210211,22.718187",B0FFGSEAL3,114.210211,22.718187
官井头收费站入口(博罗方向),"114.205510,22.737113",BZ7LPE018O,114.20551,22.737113
G2518深岑高速入口(东向),"113.839269,22.607823",BZ7KPB00RK,113.839269,22.607823
清溪东收费站入口(龙岗方向),"114.212351,22.797215",BZ7MPE010B,114.212351,22.797215
S30惠深沿海高速入口(罗湖方向),"114.232992,22.565039",BZ7JPE00I2,114.232992,22.565039
G0422武深高速入口(东南向),"114.219240,22.603956",BZ7KPE02HE,114.21924,22.603956
收费站入口(G15沈海高速西向),"114.224124,22.679491",BZ7LPE00PB,114.224124,22.679491
收费站入口(G15沈海高速西向),"114.223542,22.679387",BZ7LPE01MT,114.223542,22.679387
机场南路入口(龙岗方向),"113.842804,22.617189",BZ7KPB00S0,113.842804,22.617189
机场南路入口(T3航站楼方向),"113.835329,22.614630",B0FFH02K4Z,113.835329,22.61463
机场南路入口(领航高架桥方向),"113.831610,22.612850",B0FFGQ6G1R,113.83161,22.61285
惠盐荷坳收费站入口(惠州方向),"114.231610,22.682027",BZ7LPE01MX,114.23161,22.682027
五联收费站入口(宝安方向),"114.237037,22.756380",BZ7MPE00NJ,114.237037,22.75638
G0422武深高速入口(G0422方向),"114.253838,22.579847",BZ7JPE00I3,114.253838,22.579847
G0422武深高速入口(S30方向),"114.254755,22.578647",BZ7JPE00IK,114.254755,22.578647
G0422武深高速入口(北向),"114.256013,22.573609",B0FFGXDIYG,114.256013,22.573609
G0422武深高速入口(西北向),"114.239253,22.592405",B0FFGX33ZG,114.239253,22.592405
五联收费站入口(惠州方向),"114.238977,22.756526",BZ7MPE00O2,114.238977,22.756526
S30惠深沿海高速入口(福田方向),"114.268990,22.584520",BZ7KPF0063,114.26899,22.58452
S30惠深沿海高速入口(惠州方向),"114.274365,22.588654",BZ7KPF008Q,114.274365,22.588654
S30惠深沿海高速入口(S30方向),"114.258124,22.573986",BZ7JPE00I5,114.258124,22.573986
收费站入口(广州方向),"113.837207,22.646966",BZ7KPB00MM,113.837207,22.646966
福永收费站入口(深圳方向),"113.835772,22.646984",B0FFGSEAOY,113.835772,22.646984
高桥收费站入口(宝安方向),"114.266754,22.768520",BZ7MPF00MD,114.266754,22.76852
高桥收费站入口(惠州方向),"114.273267,22.770135",BZ7MPF00L7,114.273267,22.770135
S30惠深沿海高速入口(西向),"114.282987,22.587603",BZ7KPF00F1,114.282987,22.587603
低碳城收费站入口(宝安方向),"114.287849,22.785665",BZ7MPF00MO,114.287849,22.785665
低碳城收费站入口(惠州方向),"114.288956,22.786208",BZ7MPF00LD,114.288956,22.786208
S30惠深沿海高速入口(小梅沙方向),"114.308383,22.603070",BZ7KPF006A,114.308383,22.60307
S30惠深沿海高速入口(西南向),"114.300338,22.599123",BZ7KPF00F2,114.300338,22.599123
龙岗收费站入口(汕头方向),"114.303116,22.716897",BZ7LPF02OD,114.303116,22.716897
龙岗收费站入口(广州方向),"114.297458,22.713617",BZ7LPF02PB,114.297458,22.713617
四方埔收费站入口(龙岗方向),"114.313028,22.743826",BZ7LPF02LU,114.313028,22.743826
四方埔收费站入口(坪地方向),"114.314788,22.745621",BZ7LPF02KH,114.314788,22.745621
富地岗收费站入口(G25长深高速南向),"114.325806,22.762691",BZ7MPF00DY,114.325806,22.762691
富地岗收费站入口(惠州方向),"114.326517,22.763972",BZ7MPF00YF,114.326517,22.763972
坪地收费站入口(惠州方向),"114.321959,22.790938",BZ7MPF00M9,114.321959,22.790938
坪地收费站入口(宝安方向),"114.319810,22.790712",BZ7MPF00M8,114.31981,22.790712
S30惠深沿海高速入口(土洋方向),"114.361112,22.611214",BZ7KPF008T,114.361112,22.611214
福海收费站入口(前海方向),"113.773715,22.672104",B0FFGQ5XF7,113.773715,22.672104
S3广深沿江高速入口(长安方向),"113.774343,22.679473",B0FFGQ5KR3,113.774343,22.679473
G15沈海高速入口(汕头方向),"114.364629,22.744387",BZ7LPF02NG,114.364629,22.744387
G15沈海高速入口(深圳方向),"114.357642,22.738191",BZ7LPF02O1,114.357642,22.738191
龙田收费站入口(坪山方向),"114.358823,22.762426",BZ7MPF00ML,114.358823,22.762426
龙田收费站入口(龙岗方向),"114.356170,22.764237",BZ7MPF00MK,114.35617,22.764237
S30惠深沿海高速入口(溪涌方向),"114.396659,22.612832",BZ7KPG00EZ,114.396659,22.612832
S30惠深沿海高速入口(溪涌方向),"114.422923,22.617710",B02F37WRHB,114.422923,22.61771
S30惠深沿海高速入口(坝光方向),"114.424465,22.618710",BZ7KPG00F9,114.424465,22.61871
S3广深沿江高速入口(福海方向),"113.853403,22.565346",B0FFFMH4VH,113.853403,22.565346
S3广深沿江高速入口(东南向),"113.864129,22.555788",B0FFGSE9JB,113.864129,22.555788
机场南路入口(广深高速方向),"113.854392,22.621133",BZ7KPB00R7,113.854392,22.621133
机场南路入口(领航高架桥方向),"113.849029,22.619073",BZ7KPB00HN,113.849029,22.619073
新桥东收费站入口(深圳方向),"113.849372,22.701240",BZ7LPB01B9,113.849372,22.70124
S86深圳外环高速入口(坪山方向),"113.863858,22.734036",BZ7LPB01E8,113.863858,22.734036
新桥收费站入口(G4京港澳高速西北向),"113.852137,22.734124",B0FFGSEB4N,113.852137,22.734124
新桥收费站入口(G4京港澳高速南向),"113.849630,22.732814",B0FFGSEAPW,113.84963,22.732814
芙蓉收费站入口(宝安方向),"113.862005,22.736985",BZ7LPB01EH,113.862005,22.736985
S33南光高速入口(东莞方向),"113.886272,22.739075",B0FFGQ9QTQ,113.886272,22.739075
S33南光高速入口(南山方向),"113.886389,22.737903",BZ7LPC010A,113.886389,22.737903
S33南光高速入口(西南向),"113.873537,22.788627",BZ7MPB01AQ,113.873537,22.788627
S86深圳外环高速入口(宝安方向),"113.788936,22.749834",BZ7MPB01WW,113.788936,22.749834
S33南光高速入口(光明方向),"113.885835,22.820248",BZ7MPC009R,113.885835,22.820248
S31龙大高速入口(东莞方向),"113.885678,22.821645",BZ7MPC009O,113.885678,22.821645
S31龙大高速入口(福田方向),"113.887466,22.818614",BZ7MPC00WM,113.887466,22.818614
S3广深沿江高速入口(前海方向),"113.898148,22.511629",BZ7JPC02UF,113.898148,22.511629
S3广深沿江高速入口(广州方向),"113.897917,22.511953",B0FFITZI8C,113.897917,22.511953
S3广深沿江高速入口(广州黄埔方向),"113.898239,22.511707",BZ7JPC02UG,113.898239,22.511707
S3广深沿江高速入口(机场方向),"113.897845,22.511885",B0FFITZI80,113.897845,22.511885
S3广深沿江高速入口(东南向),"113.895395,22.513709",BZ7JPC02Z0,113.895395,22.513709
宝安收费站入口(深圳方向),"113.903955,22.589935",BZ7KPC00CM,113.903955,22.589935
G4京港澳高速入口(广州方向),"113.900266,22.593620",BZ7KPC011G,113.900266,22.59362
S33南光高速入口(北向),"113.893521,22.675621",BZ7LPC00M5,113.893521,22.675621
S33南光高速入口(南向),"113.896153,22.665723",BZ7LPC0108,113.896153,22.665723
G4京港澳高速入口(西南向),"114.063684,22.514012",B0FFGQ775B,114.063684,22.514012
S3广深沿江高速入口(西乡方向),"113.885437,22.526482",BZ7JPC004O,113.885437,22.526482
S30惠深沿海高速入口(大梅沙方向),"114.325193,22.605208",BZ7KPF008N,114.325193,22.605208
坪山收费站入口(S86深圳外环高速西北向),"114.396630,22.734767",BZ7LPG00OO,114.39663,22.734767
深圳智能网联交通高速公路入口(联络道2方向),"114.436098,22.697615",BZ7LPG00SG,114.436098,22.697615
